,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
4420,26659,US,"You have to love the '07 vintage. This is drinking beautifully right now, though official release (September) is still a ways off. Rich and delicious, full-bodied and aromatic, with exotic barrel scents and a lovely mélange of chocolate, mocha, caramel and spice. But the fruit is the main story, and it's full, ripe and substantial—cherry and cassis, licorice and just a hint of leaf.",Red Wine,93,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Quilceda Creek 2007 Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Quilceda Creek
4421,26670,US,"This single-vineyard blend's flavors run through all the berries right into dense cassis. It gathers more strength as it rolls through the midpalate, layering in earth and black cherries, with char and toast more noticeable than in the other Tamarack reds.",DuBrul Vineyard Reserve,93,45.0,Washington,Rattlesnake Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Tamarack Cellars 2007 DuBrul Vineyard Reserve Red (Rattlesnake Hills),Bordeaux-style Red Blend,Tamarack Cellars
4422,26674,US,"Dark, bold, and full-bodied, this is the perfect embodiment of power and breed in a full-on (five grape) Bordeaux blend. Boysenberry, cassis, plenty of acidity—the nose promises a great deal, though it is reticent in the mouth, and fairly acidic. This is a wine to lay down and enjoy in a decade.",Pentad Red Wine,93,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2006 Pentad Red Wine Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills
4423,26677,US,"Supple and layered, this nicely captures the scope and scale of this superb vintage. It's still young, tight and quite compact, but shows threads of tobacco, anise, stone and pencil lead, along with full, fleshy, plum and cassis fruit. Great structure and dense, ripe tannins. This is a perfect illustration of why Washington Merlot can claim to be the best in the world outside of Pomerol.",Foreshadow,93,36.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,J. Bookwalter 2007 Foreshadow Merlot (Columbia Valley (WA)),Merlot,J. Bookwalter
4424,26681,US,"This is always a topflight bottling, and winemaker Ron Bunnell gets the same rows and uses the same barrel regimen and winemaking methods. So what is different? Vintage variation. In 2006 the wines are tighter and slower to open, perhaps longer lived, and show less of the immediately seductive fruit flavors of 2005. Boushey-McPherson is naturally sharp and edgy when young anyway, and those characteristics are much in evidence here, so this is a wine to decant if you plan to drink it anytime soon.",Boushey-McPherson Vineyard,91,42.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Bunnell 2006 Boushey-McPherson Vineyard Syrah (Yakima Valley),Syrah,Bunnell
4425,26682,US,"Dark, thick and aromatic, this blend of 63% Cabernet Sauvignon, 17% Merlot, 15% Cabernet Franc and 5% Syrah can stand alongside others selling for two or three times the price. It's a supple mix of dark fruits and spicy herb; it almost bristles with sharp hints of nettle, pepper and green tea. The tannins are supple and smooth, and there is a polish to the wine that extends into a smooth, seamless and very satisfying finish.",Estate Select Monte Regalo Red,91,22.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Chandler Reach 2005 Estate Select Monte Regalo Red Red (Yakima Valley),Red Blend,Chandler Reach
4426,26693,US,"The blend is 37% Marsanne, 33% Grenache Blanc, 20% Picpoul and 10% Roussanne. Among McCrea's Rhône-inspired white wines, this is the most complete and complex. The stony, textural underpinning adds a lot of depth while the fruit mixes citrus and melon with hints of just-ripe green banana and papaya. It's a juicy yet subtle wine, with aging potential over the next half decade or so.",Boushey Vineyard Sirocco Blanc,91,28.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,McCrea 2007 Boushey Vineyard Sirocco Blanc White (Yakima Valley),White Blend,McCrea
4427,26697,US,"A pure Syrah from estate fruit, this dark, peppery, earthy wine is saturated with color and ripe fruit flavor. From the Yakima Valley estate, it buttresses the currant and cherry fruit with polished tannins that add many layers of depth and nuances of earth and smoke. The extra bottle time (this is the current release) has also helped to smooth out the rough edges. As the estate vineyard ages and the vines mature, these wines are gaining in both strength and detail.",Estate Select,90,28.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Chandler Reach 2004 Estate Select Syrah (Yakima Valley),Syrah,Chandler Reach
4428,26698,US,"This is definitely one of Washington's best Sangioveses, capturing the astringency and natural acidity of the grape, but filling in the mid-palate with chewy fruit flavors of berry and spicy cranberry. The light herbal characteristics of the vineyard come through, adding details of leaf and herb. Since this is a 2004, it is already showing some development in the bottle and is drinking very well right now.",Parris Estate Reserve,90,38.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Chandler Reach 2004 Parris Estate Reserve Sangiovese (Yakima Valley),Sangiovese,Chandler Reach
4429,26699,US,"This was picked at the same time as the regular Viognier, but fermentation was stopped, leaving it as a sweet wine (about 4.8% r.s.). The fruit is laced with honey, lime and apricot; it's delicious without being cloying.",Dessert Wine,90,27.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Chandler Reach 2007 Dessert Wine Viognier (Yakima Valley),Viognier,Chandler Reach
4430,26703,US,"Blueberry, wet tobacco, charred beef, cedar and a touch of dried herbs show on the nose of this bottling. There is tons of acidity on the palate, where dense and dark purple fruits meet with cocoa dust, incense and woody spice, culiminating in a long finish.",Pear Valley Vineyard,88,25.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Pear Valley 2013 Pear Valley Vineyard Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Pear Valley
4431,26705,US,"Generously filling and satisfying, this Bordeaux-styled blend is mostly Cabernet Sauvignon and Cabernet Franc. It's medium in oak and tannin, with a toasty character underlying red cherry, currant and cassis, the ending marked by cedar and clove.",Proprietary,88,49.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Hensteeth 2009 Proprietary Red (Sonoma County),Bordeaux-style Red Blend,Hensteeth
4432,26709,US,"Decadent chocolate and coconut macaroon accent sweet tannin and generous oak in this softly textured wine, made in small amounts. The finish is powerful and ripe.",Limited Edition Release,88,55.0,California,Oakville,Napa,Virginie Boone,@vboone,Joseph Cellars 2012 Limited Edition Release Merlot (Oakville),Merlot,Joseph Cellars
4433,26710,US,"Candied cherries, black plums, dried sage scrub and turned earth show on the nose of this bottling, which offers more rustic flair than other Zins. Once sipped, waves of crushed oregano, marjoram and dill take over, followed by red plum and touches of baked raspberry and boysenberry fruit.",Sias Cuvee,88,29.0,California,Carmel Valley,Central Coast,Matt Kettmann,@mattkettmann,Joullian 2013 Sias Cuvee Zinfandel (Carmel Valley),Zinfandel,Joullian
4434,26712,US,"This wine is half Merlot with the rest Cabernet Sauvignon, Cabernet Franc and Syrah. Aromas of vanilla, dill and candied cherries are followed by ripe, succulent red and black-fruit flavors, with firm, drying tannins providing support.",Legacy,88,22.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Liberty Lake NV Legacy Red (Red Mountain),Red Blend,Liberty Lake
4435,26713,US,"The aromas are light, with notes of yellow apple and spice. The palate is rounded in feel, showing a lovely sense of texture.",Naked,88,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ryan Patrick 2014 Naked Chardonnay (Columbia Valley (WA)),Chardonnay,Ryan Patrick
4436,26719,US,"Light and simplistic compared to other bottlings from the winery, this is still quite tasty, with aromas of lemon curd, sliced green apple and tangerine blossom. The palate shows stone fruit, vanilla cream and lemon wedges, with a decently grippy tension.",Tondre Grapefield,88,48.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2014 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Tantara
4437,26720,US,"Angels is made from a majority of Merlot, the balance nearly equal parts Cabernet Sauvignon and Cabernet Franc. Black pepper, clove and a whiff of Dr Pepper give it a spiciness that's also fruity, while a softness of texture and medium body maintain approachability.",Angels' Peak,88,50.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Terlato 2012 Angels' Peak Red (Napa Valley),Bordeaux-style Red Blend,Terlato
4438,26727,US,"Beguiling aromas of corn silk, vanilla, barrel spice and malolactic notes lead to a palate that is elegant in style. It dances lightly.",Estate Bottled DuBrul Vineyard,88,50.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Côte Bonneville 2013 Estate Bottled DuBrul Vineyard Chardonnay (Yakima Valley),Chardonnay,Côte Bonneville
4439,26733,US,"From a newer vineyard located up Gypsy Canyon off of Highway 246, this wine shows light apple aromas along with lemon blossoms. Ripe yellow pears and apples show through a stony tightness that frames the midpalate, offering a Key-lime pith element and good saline quality.",Mormann Vineyard,90,32.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Lea 2015 Mormann Vineyard Chardonnay (Santa Barbara County),Chardonnay,Lea
4440,26740,US,"A 100% varietal wine from near the town of Glen Ellen, this is a healthy marriage of power and grace. The wine is fiery in leathery tannin and full-bodied blackberry ripeness laced in cinnamon and black pepper. Aged in new French oak, it's structured and age-worthy, though quite enjoyable now.",Estate Grown,90,32.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Dunbar 2013 Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Dunbar
4441,26741,US,"This is a relatively light-bodied and elegant version of the variety, softly approachable and enjoyable even in its youth. Leathery pepper sits atop nuanced layers of chocolate and blueberry, with a tang of sour cherry and a leanness to the finish.",Landy Vineyard,90,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Fulcrum 2013 Landy Vineyard Petite Sirah (Russian River Valley),Petite Sirah,Fulcrum
4442,26746,US,"Aromas of raspberries, vanilla and coconut lead to lightly styled fruit and barrel flavors. It's all about elegance.",Snipes Creek Redd,90,26.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Wine o'Clock NV Snipes Creek Redd Red (Washington),Rhône-style Red Blend,Wine o'Clock
4443,26747,US,"This is an appropriately dark and leathery wine, saddle-like in aroma, with firm traces of black pepper. Blueberry tart and violet provide further complexity and invitation.",Trueheart Vineyard,90,48.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Muscardini 2013 Trueheart Vineyard Petite Sirah (Sonoma Valley),Petite Sirah,Muscardini
4444,26749,US,"Fuzzy peach with a companionable co-host of Meyer lemon star in this medium-bodied, voluptuously appealing wine. It's balanced and easy to enjoy, its finish taking on added volume and likability.",Bliss,90,26.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Peace Water 2015 Bliss Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Peace Water
4445,26758,US,"From a cool site overlooking the ocean in Occidental, this is a feral, earthy wine, with a nose of garden patch, black tea and orange. Juicy at its core, it's structured in smooth tannin. Hints of new oak provide pleasant accents without overburdening the herbal and fruity core.",English Hill,90,48.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,The Withers Winery 2014 English Hill Pinot Noir (Sonoma Coast),Pinot Noir,The Withers Winery
4446,26760,US,This wine opens with aromas of apricot and pear. The flavors coat the palate while showing a lot of restraint and exquisite balance.,Estate Grown and Bottled Le Blanc,90,36.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Hedges 2015 Estate Grown and Bottled Le Blanc White (Red Mountain),White Blend,Hedges
4447,26765,US,"Marzipan, marshmallow, cotton candy, churned butter and pie crust show on the very buttery but fascinating nose of this bottling, made by a winery that likes lots of bottle age. Broad, hearty, ripe and delicious flavors of butter, meringue and vanilla are leveled by sour yellow apple touches and an intriguing chive and Maui onion element.",Sierra Madre Vineyard,92,50.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Wedell Cellars 2012 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Wedell Cellars
4448,26766,US,"This is a very full and deep wine, with aromas of black plum, mulberry, Dr Pepper, mint-chocolate chip and purple flowers. It's hearty on the palate as well, with black tea and rose petals showing alongside thick, rich mulberry, clove and baking spice galore. It's not dainty at all.",Aubaine Vineyard,92,50.0,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Windemere 2013 Aubaine Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Windemere
4449,26767,US,"This wine is a blend of fruit from Alder Ridge and Olsen Vineyards. Aged in older barrels, it displays mesmerizingly pure aromas of raspberry, mortared dried herbs and pot roast. The flavors are elegant, textured and detailed, displaying a fine sense of balance along with plenty of length. It takes some time to get going but once it does it sails.",L'Idiot du Village,92,42.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gramercy 2013 L'Idiot du Village Mourvèdre (Columbia Valley (WA)),Mourvèdre,Gramercy
4450,26768,US,"The oak is quite apparent on this bottling, and that's the point. Red apple, ripe pear, pomelo pith and sweetgrass meet with a touch of honey on the nose. The palate shows the oak more prominently, with light honey butter, sweet almond and vanilla, yet fresh, grassy notes shine through on the finish.",Reserve,92,45.0,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Grassini 2014 Reserve Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Grassini
4451,26769,US,"This wine is named for the four Sullivan brothers, one of whom makes the Benovia wines and another who makes this wine, among others. A clear labor of love, this small-production Chardonnay is well tended to. A sweetness of honeysuckle opens on the nose, followed by a depth of vanilla oak and stony minerality, the acidity fresh and bright.",Four Brothers Vineyard,92,40.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Grey Stack 2014 Four Brothers Vineyard Chardonnay (Bennett Valley),Chardonnay,Grey Stack
4452,26770,US,"Tons of spice notes entertain the nose on this bottling, from white pepper and dill to sandalwood and incense, all against a cranberry-fruit backdrop. The palate, framed by an impressive though not oppressive structure, shows a touch of pasilla chile and black pepper before riper boysenberry and cranberry arise in the midpalate. Rose petals, pencil lead, thyme and oregano add nuance.",Estate Grown,92,26.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Buttonwood 2013 Estate Grown Cabernet Franc (Santa Ynez Valley),Cabernet Franc,Buttonwood
4453,26772,US,"The aromas of dark coffee, bittersweet chocolate, vanilla, and black cherry are still locked up but provide appeal. The flavors are textured and full, showing layers of dark fruit that undulate into the distance and display a fine sense of balance.",Reserve,92,45.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Crest
4454,26774,US,"A vineyard-designate since 2007, this wine shows vigor and volatility in the glass, a mix of white pepper, heightened acidity and an underlay of black tea and forest floor. Brooding in dark berry, it never lets the fruit become entirely ripe, opting instead for savory complexity.",Burnside Road Vineyard Estate Grown,92,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balletto 2014 Burnside Road Vineyard Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Balletto
4455,26775,US,"Light hay in color and with a creamy, near-perfect foam, this sparkler shows fresh Asian pear, light plumeria, wet river stone and rain-on-sidewalk aromas, altogether quite minerally on the nose. Impressively textural, it's cleansing on the palate, a bit like licking chalk, with flavors of lemon skin, tart yellow-apple rind and crisp pear flesh.",Brut Nature Blanc de Blancs Méthode Champenoise Estate Grown,92,80.0,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,@mattkettmann,Beauregard 2013 Brut Nature Blanc de Blancs Méthode Champenoise Estate Grown Chardonnay (Ben Lomond Mountain),Chardonnay,Beauregard
4456,26777,US,"Almost three-quarters of this blend is made up of Cabernet Sauvignon (45%) and Malbec (30%), with smaller additions of Petit Verdot, Carmenere, Syrah and Merlot. Together they sing, loudly, in a lush, structured explosion of plummy blackberry, boysenberry, leather and espresso. A bright current of acidity throughout keeps it fresh in the glass.",Estate,92,70.0,California,Chalk Hill,Sonoma,Virginie Boone,@vboone,Chalk Hill 2013 Estate Red (Chalk Hill),Red Blend,Chalk Hill
4457,26781,US,"This wine is principally Cabernet Sauvignon (62%), with the rest equal parts Merlot and Cabernet Franc. Aromas of dried herb, black cherry, licorice, cocoa and barrel spice give way to plentiful tart-cherry flavors backed by bright acidity and lightly chewy tannins. It stretches out on the finish.",Tapteil Vineyard Reserve,92,50.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Tamarack Cellars 2012 Tapteil Vineyard Reserve Red (Red Mountain),Bordeaux-style Red Blend,Tamarack Cellars
4458,26784,US,"This wine is 81% Cabernet Sauvignon, 11% Petit Verdot and 8% Merlot, coming from Seven Hills, Loess and Mill Creek Upland vineyards. Light aromas of toast, barrel tones, flowers, licorice and dark fruit are followed by earth and other savory flavors that are light but still show weight and density.",Reserve,92,150.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Leonetti Cellar 2013 Reserve Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Leonetti Cellar
4459,26800,US,"This opens with a pleasing toasty aroma, following through on the palate. That deft touch of French oak (33% new) frames a solid core of strawberry preserves and Bing cherry fruit. It resonates on through a stylish, textural finish. Enjoy this immediately, and tuck away a few bottles to drink in five years.",Five Faces,90,33.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Fullerton 2014 Five Faces Pinot Noir (Willamette Valley),Pinot Noir,Fullerton
4460,26810,US,"If you've ever had a Momtazi wine, you know that there is a strong earthy aspect to the flavors that sets the vineyard apart from most others. In the scents and tastes here you'll find composted earth, chalk, dried leaves and black tea ahead of black cherry fruit, but those funk-soaked flavors add up to a complex and intriguing wine.",Momtazi Vineyard,90,40.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Portlandia 2014 Momtazi Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Portlandia
4461,26821,US,"The producer concocts this fun blend every year from different varieties, this vintage a combination of 58% Syrah, 32% Zinfandel and 10% Grenache. Funky earth and mushroom meet thick, full-bodied waves of blueberry and blackberry bramble, riding smooth, textured waves of big, lengthy flavor.",Fearless,90,45.0,California,Napa Valley,Napa,Virginie Boone,@vboone,CUTT 2013 Fearless Red (Napa Valley),Red Blend,CUTT
4462,26822,US,"Inky purple, as you might expect after 23 days on the skins, this hits the palate forcefully with flavors of blueberry, black cherry, mown grass and mulch. Tannins are thick and chewy, and the finish turns a bit chalky.",Stonetree Vineyard,87,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Angel Vine 2011 Stonetree Vineyard Petite Sirah (Columbia Valley (WA)),Petite Sirah,Angel Vine
4463,26829,US,"Young and still coming out of its cocoon, this Home Ranch Cab is a wall of tannins waiting to break free into nuances of cassis, cherry, mint and dark chocolate. Plenty structured, it's made in small quantities and is worth aging until 2024–2034 for those tannins to soften around their edges.",Home Ranch Vineyard,87,65.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Steven Kent 2010 Home Ranch Vineyard Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
4464,26832,US,"A light wine with a hit of oak midpalate, this offers bright red cherry and black currant fruit with a suggestion of thyme and toffee on the finish. Smooth to drink, it's a fine choice for red-meat dishes like beef lasagne.",Estate,87,28.0,California,Santa Clara Valley,Central Coast,Virginie Boone,@vboone,Jason-Stephens 2010 Estate Mourvèdre (Santa Clara Valley),Mourvèdre,Jason-Stephens
4465,26834,US,"This Cab has a prominent streak of eucalyptus-like menthol on the nose as well as cranberry. This continues on the palate, which is fairly juicy and soft. With dry tannins the finish is on the dusty side, a pairing quandary solved most likely by juicy red meat.",Estate Bottled,87,25.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2010 Estate Bottled Cabernet Sauvignon (El Dorado),Cabernet Sauvignon,Lava Cap
4466,26855,US,"Veteran winemaker John Abbott (Chalone, Canoe Ridge, Abeja) jumps back on the Pinot Noir wagon with this new project. This is the second vintage for his Freedom Hill designate, a vintage that was notoriously difficult due to monsoon-like rains mid-harvest. Abbott cajoles the grapes into an elegant, refined expression of high-acid Pinot Noir. Slightly saline, with mountain strawberry fruit and autumnal (forest floor) accents, this is lean but polished, and should cellar well now through 2022.",Freedom Hill Vineyard,90,50.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Devona 2013 Freedom Hill Vineyard Pinot Noir (Oregon),Pinot Noir,Devona
4467,26867,US,"This proprietary blend combines 52% Cabernet Franc, 34% Merlot and 14% Cabernet Sauvignon, another in its line of Aaron Pott-made wines. It's lovable in its austerity and varietal suggestions of dried herb, cedar and green bean. Dusty, soft tannins support a full-bodied, straightforward structure.",Paramour,89,135.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Blackbird Vineyards 2013 Paramour Red (Napa Valley),Bordeaux-style Red Blend,Blackbird Vineyards
4468,26875,US,"Rich in body but light in tannins, this warm, generous wine fills the mouth and eases down the throat. It has a good mélange of cherry, strawberry and floral aromas, satisfying fruit flavors and a nicely soft finish.",Estate Bottled,89,25.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Cedarville 2013 Estate Bottled Grenache (El Dorado),Grenache,Cedarville
4469,26881,US,"This pure varietal bottling spent two years in barrel. It's extremely leathery, dried out, and smells and tastes of the tack room. This is not terroir. It's most likely barrel-related.",Reserve,82,48.0,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Cathedral Ridge 2012 Reserve Cabernet Sauvignon (Columbia Valley (OR)),Cabernet Sauvignon,Cathedral Ridge
4470,26890,US,"This is an incredibly beautiful and yes, joyful, sparkler, made from equal parts Chardonnay and Pinot Noir. This particular offering was disgorged in July 2016. It positively impresses in minerality, complemented by a more fulsome sense of lemon, apple and hazelnut on the creamy palate, leaving a rich trail of silk on the finish.",Joy! Estate Bottled,98,250.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2003 Joy! Estate Bottled Sparkling (Green Valley),Sparkling Blend,Iron Horse
4471,26891,US,"This is a beautiful, complex and complete wine, from the delicate, spiced raspberry aroma through the creamy, nuanced finish. Subtle but well-defined fruit flavors like white cherry and raspberry pulse across the palate, buoyed by an ultrafine effervescence and lively acidity. But the texture is smooth around the edges, lending a sense of extra depth and layering to this extraordinary bottle. Just coming into its own now, it will improve through at least 2020.",J. Schram,96,150.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Schramsberg 2008 J. Schram Rosé (North Coast),Rosé,Schramsberg
4472,26892,US,"An offering meant to toast all manner of celebrations, this wine wows, blending 78% Pinot Noir with 22% Chardonnay in a near-perfect union. Dry and beautifully floral, it opens in a bouquet of marzipan, peach and honey. The mousse is fine, while supporting acidity lends a lemon peel and grapefruit lift. The memory imprinted on the palate will linger long after all the toasts to the happy couple—or whatever else you're celebrating—have been made.",Wedding Cuvée Estate Bottled,96,44.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2012 Wedding Cuvée Estate Bottled Sparkling (Green Valley),Sparkling Blend,Iron Horse
4473,26896,US,"A designation used only when a vintage deserves, this reserve is definitely worthy. Almost a decade after bottling, it offers an intensity of chocolate, cinnamon and clove against soft, mellowed and structured tannin. Dusty sage and a bramble of blackberry complete the picture. It may have another five to seven years of beauty left within, but why wait?",Reserve,95,260.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jarvis 2007 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jarvis
4474,26898,US,"The new oak is dialed down a bit to 33% in this memorable red from the producer's estate Quail Hill Vineyard. Lovely in every way, it opens in rose petals and a subtlety of Asian five-spice, before a succulence of cranberry, rhubarb and orange unleash a fullness of fruit and lush texture on the palate.",Monastery,95,70.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2014 Monastery Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
4475,26899,US,"Along with a fascinating nose, this bottling from the appellation's westernmost vineyard offers the rounded ripeness of cherimoya, nectarine and white peach but with a laser-sharp line of crushed sea shell and flint minerality alongside scratched lemon skin. The palate rides that chalky line the whole way, offering hints of lime pith, tangerine, sea salt and just enough almond warmth.",Solomon Hills Vineyard,95,34.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Ryan Cochrane 2014 Solomon Hills Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Ryan Cochrane
4476,26901,US,"Very savory aromas of roasted lamb, bacon fat, teriyaki and crushed pepper meet with light blueberry and a touch of mint on the nose of this delicious, well-rounded bottling by winemaker Sashi Moorman from the vineyard's oldest blocks. The palate kicks off with a zesty acidity, then come waves of black pepper-crusted beef roast, oregano, bay leaf, dark plum fruit and lavender. The solid structure ensures cellar potential but it's ready to drink today.",Originals,95,42.0,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Stolpman 2014 Originals Syrah (Ballard Canyon),Syrah,Stolpman
4477,26904,US,"Allen Vineyard grapes have the maturity and complexity to impart a boldly balanced roundness of lemon curd, fig and apple, plus a searing undercurrent of salty minerality. With substantial weight, and texture for miles, it remains bright and fresh in the glass, with a lingering impression of cinnamon toast.",Allen Vineyard,95,58.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Williams Selyem 2014 Allen Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem
4478,26909,US,"A prime example of why Pinot Noir is great to release later in its life, this six-year-old wine is signing with concentrated strawberry, iron, dried rose petals, stewed black cherry and raw beef. The palate is quite earthy but also packs black plum, vanilla, pepper, thyme and marjoram into a wondrous and complete package.",Hillside Vineyard,95,125.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Wedell Cellars 2010 Hillside Vineyard Pinot Noir (Edna Valley),Pinot Noir,Wedell Cellars
4479,26911,US,"High toned and sharp edged, this should probably be consumed quickly. Scents of petrol run into a barely-ripe flavor of rhubarb.",Estate,83,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,TeBri Vineyards 2009 Estate Pinot Noir (Willamette Valley),Pinot Noir,TeBri Vineyards
4480,26922,US,"This old-vine Zinfandel with a dusting of Petite Sirah and Tannat in the blend is stewy, soft and fairly simple.",Old Vine,82,14.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Gen5 2010 Old Vine Zinfandel (Lodi),Zinfandel,Gen5
4481,26942,US,"Direct and easygoing, this Zinfandel tastes of blackberry, bacon, clove and pepper. The oak is tame, and the wine is ready to drink.",Old Vine,87,16.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Plungerhead 2011 Old Vine Zinfandel (Lodi),Zinfandel,Plungerhead
4482,26955,US,"Delicate and pretty, this has a pale cherry flavor, with light but proportionate tannins. It fades a bit quickly, offering a final hint of milk chocolate.",Prince Hill 777,87,50.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2010 Prince Hill 777 Pinot Noir (Dundee Hills),Pinot Noir,Erath
4483,26974,US,"This is almost entirely Syrah, done in a high-acid, citrusy style. Flavors are sharply etched and tight—pomegranate, raspberry, baking chocolate and espresso. Straightforward and well-balanced despite its 15% alcohol.",Dark Star,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Kana 2006 Dark Star Red (Columbia Valley (WA)),Red Blend,Kana
4484,26993,US,"This vintage of Svelte is still rough around the edges, with chalky, slightly green tannins sticking out. The fruit seems to be hiding behind the earthy components, and some unusual flavors of bread dough and biscuit are also in the mix. This is a wine that's tough to sort out.",Svelte,87,50.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Three Rivers 2009 Svelte Red (Columbia Valley (WA)),Red Blend,Three Rivers
